,utility_name,pwsid,effective_date,bill_frequency,bill_unit,usage_ccf,avg_household_size,et_amount,bill_type,service_charge,commodity_charge,bill,tier_starts,tier_0,tier_1,tier_2,tier_3,tier_4,tier_5,tier_6,tier_7,tier_8,tier_prices,tier_1_price,tier_2_price,tier_3_price,tier_4_price,tier_5_price,tier_6_price,tier_7_price,tier_8_price,median_income_category,approximate_median_income,check,bill_frequency_update,hh_sizes,reasonable_consumption_kgal,total_bill_by_hhsize,mean_bill,perc_MHI,MH
23,Amador Water Agency,CA0310002,10/1/2017,Monthly,converted to kgal,8.459899765,3,4.435170864,Uniform,25.08,20.64,45.72,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.44,1.82524688,0,0,0,0,0,0,0,NA,NA,1,Monthly,2,3.041666667,30.63179259,36.63017143,NA,2.552649383
24,Amador Water Agency,CA0310002,10/1/2017,Monthly,converted to kgal,8.459899765,3,4.435170864,Uniform,25.08,20.64,45.72,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.44,1.82524688,0,0,0,0,0,0,0,NA,NA,1,Monthly,3,4.5625,33.40768889,36.63017143,NA,2.783974074
25,Amador Water Agency,CA0310002,10/1/2017,Monthly,converted to kgal,8.459899765,3,4.435170864,Uniform,25.08,20.64,45.72,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.44,1.82524688,0,0,0,0,0,0,0,NA,NA,1,Monthly,4,6.083333333,36.18358519,36.63017143,NA,3.015298766
26,Amador Water Agency,CA0310002,10/1/2017,Monthly,converted to kgal,8.459899765,3,4.435170864,Uniform,25.08,20.64,45.72,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.44,1.82524688,0,0,0,0,0,0,0,NA,NA,1,Monthly,5,7.604166667,38.95948148,36.63017143,NA,3.246623457
27,Amador Water Agency,CA0310002,10/1/2017,Monthly,converted to kgal,8.459899765,3,4.435170864,Uniform,25.08,20.64,45.72,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.44,1.82524688,0,0,0,0,0,0,0,NA,NA,1,Monthly,6,9.125,41.73537778,36.63017143,NA,3.477948148
28,Amador Water Agency,CA0310002,10/1/2017,Monthly,converted to kgal,8.459899765,3,4.435170864,Uniform,25.08,20.64,45.72,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.44,1.82524688,0,0,0,0,0,0,0,NA,NA,1,Monthly,7,10.64583333,44.51127408,36.63017143,NA,3.70927284
29,American Canyon  City Of,CA2810005,6/1/2017,Monthly,converted to kgal,9.055098138,3.250124234,3.750683636,Tiered,6.4,49.23,55.63,0-9-21,0,6.732468,15.709092,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,5.33-6.25-6.54,3.98711716,4.675325,4.89226008,0,0,0,0,0,"$75,000 to $99,999",87500,0,Monthly,1,1.520833333,12.46374068,33.43363671,0.458518446,1.038645057
30,American Canyon  City Of,CA2810005,6/1/2017,Monthly,converted to kgal,9.055098138,3.250124234,3.750683636,Tiered,6.4,49.23,55.63,0-9-21,0,6.732468,15.709092,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,5.33-6.25-6.54,3.98711716,4.675325,4.89226008,0,0,0,0,0,"$75,000 to $99,999",87500,0,Monthly,2,3.041666667,18.52748136,33.43363671,0.458518446,1.54395678
31,American Canyon  City Of,CA2810005,6/1/2017,Monthly,converted to kgal,9.055098138,3.250124234,3.750683636,Tiered,6.4,49.23,55.63,0-9-21,0,6.732468,15.709092,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,5.33-6.25-6.54,3.98711716,4.675325,4.89226008,0,0,0,0,0,"$75,000 to $99,999",87500,0,Monthly,3,4.5625,24.59122204,33.43363671,0.458518446,2.049268504
32,American Canyon  City Of,CA2810005,6/1/2017,Monthly,converted to kgal,9.055098138,3.250124234,3.750683636,Tiered,6.4,49.23,55.63,0-9-21,0,6.732468,15.709092,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,5.33-6.25-6.54,3.98711716,4.675325,4.89226008,0,0,0,0,0,"$75,000 to $99,999",87500,0,Monthly,4,6.083333333,30.65496272,33.43363671,0.458518446,2.554580227
33,American Canyon  City Of,CA2810005,6/1/2017,Monthly,converted to kgal,9.055098138,3.250124234,3.750683636,Tiered,6.4,49.23,55.63,0-9-21,0,6.732468,15.709092,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,5.33-6.25-6.54,3.98711716,4.675325,4.89226008,0,0,0,0,0,"$75,000 to $99,999",87500,0,Monthly,5,7.604166667,37.31861326,33.43363671,0.458518446,3.109884438
34,American Canyon  City Of,CA2810005,6/1/2017,Monthly,converted to kgal,9.055098138,3.250124234,3.750683636,Tiered,6.4,49.23,55.63,0-9-21,0,6.732468,15.709092,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,5.33-6.25-6.54,3.98711716,4.675325,4.89226008,0,0,0,0,0,"$75,000 to $99,999",87500,0,Monthly,6,9.125,44.42900336,33.43363671,0.458518446,3.702416947
35,American Canyon  City Of,CA2810005,6/1/2017,Monthly,converted to kgal,9.055098138,3.250124234,3.750683636,Tiered,6.4,49.23,55.63,0-9-21,0,6.732468,15.709092,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,5.33-6.25-6.54,3.98711716,4.675325,4.89226008,0,0,0,0,0,"$75,000 to $99,999",87500,0,Monthly,7,10.64583333,51.53939347,33.43363671,0.458518446,4.294949456
36,Anaheim City of,CA3010001,2/1/2016,Monthly,converted to kgal,10.37906337,3.146147985,4.437575909,Uniform,12.97,5.19,18.16,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0.5,0.374026,0,0,0,0,0,0,0,"$60,000 to $74,999",67500,0,Monthly,1,1.520833333,13.53883121,15.87376559,0.282200277,1.128235934
37,Anaheim City of,CA3010001,2/1/2016,Monthly,converted to kgal,10.37906337,3.146147985,4.437575909,Uniform,12.97,5.19,18.16,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0.5,0.374026,0,0,0,0,0,0,0,"$60,000 to $74,999",67500,0,Monthly,2,3.041666667,14.10766242,15.87376559,0.282200277,1.175638535
38,Anaheim City of,CA3010001,2/1/2016,Monthly,converted to kgal,10.37906337,3.146147985,4.437575909,Uniform,12.97,5.19,18.16,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0.5,0.374026,0,0,0,0,0,0,0,"$60,000 to $74,999",67500,0,Monthly,3,4.5625,14.67649363,15.87376559,0.282200277,1.223041135
39,Anaheim City of,CA3010001,2/1/2016,Monthly,converted to kgal,10.37906337,3.146147985,4.437575909,Uniform,12.97,5.19,18.16,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0.5,0.374026,0,0,0,0,0,0,0,"$60,000 to $74,999",67500,0,Monthly,4,6.083333333,15.24532483,15.87376559,0.282200277,1.270443736
40,Anaheim City of,CA3010001,2/1/2016,Monthly,converted to kgal,10.37906337,3.146147985,4.437575909,Uniform,12.97,5.19,18.16,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0.5,0.374026,0,0,0,0,0,0,0,"$60,000 to $74,999",67500,0,Monthly,5,7.604166667,15.81415604,15.87376559,0.282200277,1.317846337
41,Anaheim City of,CA3010001,2/1/2016,Monthly,converted to kgal,10.37906337,3.146147985,4.437575909,Uniform,12.97,5.19,18.16,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0.5,0.374026,0,0,0,0,0,0,0,"$60,000 to $74,999",67500,0,Monthly,6,9.125,16.38298725,15.87376559,0.282200277,1.365248938
42,Anaheim City of,CA3010001,2/1/2016,Monthly,converted to kgal,10.37906337,3.146147985,4.437575909,Uniform,12.97,5.19,18.16,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0.5,0.374026,0,0,0,0,0,0,0,"$60,000 to $74,999",67500,0,Monthly,7,10.64583333,16.95181846,15.87376559,0.282200277,1.412651538
43,Anderson  City Of,CA4510001,12/1/2015,Monthly,converted to kgal,12.8718367,2.363004172,4.758705135,Uniform,12.3,0.15,12.45,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0.01192,0.00891678,0,0,0,0,0,0,0,"$35,000 to $39,999",37500,0,Monthly,1,1.520833333,12.31356094,12.38585195,0.396347262,1.026130078
44,Anderson  City Of,CA4510001,12/1/2015,Monthly,converted to kgal,12.8718367,2.363004172,4.758705135,Uniform,12.3,0.15,12.45,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0.01192,0.00891678,0,0,0,0,0,0,0,"$35,000 to $39,999",37500,0,Monthly,2,3.041666667,12.32712187,12.38585195,0.396347262,1.027260156
45,Anderson  City Of,CA4510001,12/1/2015,Monthly,converted to kgal,12.8718367,2.363004172,4.758705135,Uniform,12.3,0.15,12.45,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0.01192,0.00891678,0,0,0,0,0,0,0,"$35,000 to $39,999",37500,0,Monthly,3,4.5625,12.34068281,12.38585195,0.396347262,1.028390234
46,Anderson  City Of,CA4510001,12/1/2015,Monthly,converted to kgal,12.8718367,2.363004172,4.758705135,Uniform,12.3,0.15,12.45,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0.01192,0.00891678,0,0,0,0,0,0,0,"$35,000 to $39,999",37500,0,Monthly,4,6.083333333,12.35424374,12.38585195,0.396347262,1.029520312
47,Anderson  City Of,CA4510001,12/1/2015,Monthly,converted to kgal,12.8718367,2.363004172,4.758705135,Uniform,12.3,0.15,12.45,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0.01192,0.00891678,0,0,0,0,0,0,0,"$35,000 to $39,999",37500,0,Monthly,5,7.604166667,12.36780468,12.38585195,0.396347262,1.03065039
48,Anderson  City Of,CA4510001,12/1/2015,Monthly,converted to kgal,12.8718367,2.363004172,4.758705135,Uniform,12.3,0.15,12.45,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0.01192,0.00891678,0,0,0,0,0,0,0,"$35,000 to $39,999",37500,0,Monthly,6,9.125,12.38136562,12.38585195,0.396347262,1.031780468
49,Anderson  City Of,CA4510001,12/1/2015,Monthly,converted to kgal,12.8718367,2.363004172,4.758705135,Uniform,12.3,0.15,12.45,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0.01192,0.00891678,0,0,0,0,0,0,0,"$35,000 to $39,999",37500,0,Monthly,7,10.64583333,12.39492655,12.38585195,0.396347262,1.032910546
50,Antioch  City Of,CA0710001,7/1/2017,Monthly,converted to kgal,10.25759157,2.994168826,4.557301886,Tiered,21.2,32.52,53.72,0-12,0,8.976624,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,3.17-5.24,2.37132484,3.91979248,0,0,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,1,1.520833333,24.80638986,39.3944131,0.700345122,2.067199155
51,Antioch  City Of,CA0710001,7/1/2017,Monthly,converted to kgal,10.25759157,2.994168826,4.557301886,Tiered,21.2,32.52,53.72,0-12,0,8.976624,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,3.17-5.24,2.37132484,3.91979248,0,0,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,2,3.041666667,28.41277972,39.3944131,0.700345122,2.367731643
52,Antioch  City Of,CA0710001,7/1/2017,Monthly,converted to kgal,10.25759157,2.994168826,4.557301886,Tiered,21.2,32.52,53.72,0-12,0,8.976624,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,3.17-5.24,2.37132484,3.91979248,0,0,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,3,4.5625,32.01916958,39.3944131,0.700345122,2.668264132
53,Antioch  City Of,CA0710001,7/1/2017,Monthly,converted to kgal,10.25759157,2.994168826,4.557301886,Tiered,21.2,32.52,53.72,0-12,0,8.976624,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,3.17-5.24,2.37132484,3.91979248,0,0,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,4,6.083333333,35.62555944,39.3944131,0.700345122,2.96879662
54,Antioch  City Of,CA0710001,7/1/2017,Monthly,converted to kgal,10.25759157,2.994168826,4.557301886,Tiered,21.2,32.52,53.72,0-12,0,8.976624,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,3.17-5.24,2.37132484,3.91979248,0,0,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,5,7.604166667,39.2319493,39.3944131,0.700345122,3.269329109
55,Antioch  City Of,CA0710001,7/1/2017,Monthly,converted to kgal,10.25759157,2.994168826,4.557301886,Tiered,21.2,32.52,53.72,0-12,0,8.976624,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,3.17-5.24,2.37132484,3.91979248,0,0,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,6,9.125,43.0680946,39.3944131,0.700345122,3.589007883
56,Antioch  City Of,CA0710001,7/1/2017,Monthly,converted to kgal,10.25759157,2.994168826,4.557301886,Tiered,21.2,32.52,53.72,0-12,0,8.976624,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,3.17-5.24,2.37132484,3.91979248,0,0,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,7,10.64583333,49.02944566,39.3944131,0.700345122,4.085787139
57,Apple Valley Ranchos Water Company,CA3610118,1/1/2017,monthly,converted to kgal,15,3,4,Tiered,34.73,63.14,97.87,0-12-24,0,8.976624,17.953248,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,4.039-4.677-5.315,3.021382028,3.498639204,3.97589638,0,0,0,0,0,NA,NA,1,Monthly,1,1.520833333,39.3250185,69.70057365,NA,3.277084875
58,Apple Valley Ranchos Water Company,CA3610119,1/1/2017,monthly,converted to kgal,15,3,4,Tiered,34.73,63.14,97.87,0-12-24,0,8.976624,17.953248,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,4.039-4.677-5.315,3.021382028,3.498639204,3.97589638,0,0,0,0,0,NA,NA,1,Monthly,2,3.041666667,43.920037,69.70057365,NA,3.660003083
59,Apple Valley Ranchos Water Company,CA3610120,1/1/2017,monthly,converted to kgal,15,3,4,Tiered,34.73,63.14,97.87,0-12-24,0,8.976624,17.953248,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,4.039-4.677-5.315,3.021382028,3.498639204,3.97589638,0,0,0,0,0,NA,NA,1,Monthly,3,4.5625,48.5150555,69.70057365,NA,4.042921292
60,Apple Valley Ranchos Water Company,CA3610121,1/1/2017,monthly,converted to kgal,15,3,4,Tiered,34.73,63.14,97.87,0-12-24,0,8.976624,17.953248,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,4.039-4.677-5.315,3.021382028,3.498639204,3.97589638,0,0,0,0,0,NA,NA,1,Monthly,4,6.083333333,53.110074,69.70057365,NA,4.4258395
61,Apple Valley Ranchos Water Company,CA3610122,1/1/2017,monthly,converted to kgal,15,3,4,Tiered,34.73,63.14,97.87,0-12-24,0,8.976624,17.953248,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,4.039-4.677-5.315,3.021382028,3.498639204,3.97589638,0,0,0,0,0,NA,NA,1,Monthly,5,7.604166667,57.7050925,69.70057365,NA,4.808757709
62,Apple Valley Ranchos Water Company,CA3610123,1/1/2017,monthly,converted to kgal,15,3,4,Tiered,34.73,63.14,97.87,0-12-24,0,8.976624,17.953248,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,4.039-4.677-5.315,3.021382028,3.498639204,3.97589638,0,0,0,0,0,NA,NA,1,Monthly,6,9.125,62.37092452,69.70057365,NA,5.197577043
63,Apple Valley Ranchos Water Company,CA3610124,1/1/2017,monthly,converted to kgal,15,3,4,Tiered,34.73,63.14,97.87,0-12-24,0,8.976624,17.953248,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,4.039-4.677-5.315,3.021382028,3.498639204,3.97589638,0,0,0,0,0,NA,NA,1,Monthly,7,10.64583333,67.69177164,69.70057365,NA,5.64098097
